,company,summary,overall_ratings,Sentiment
1638,google,Best workplace,5.0,NEUTRAL
1639,google,Great Company,5.0,POSITIVE
1640,google,Lifestyle,4.0,POSITIVE
1641,google,"Very good, not great",4.0,MIXED
1642,google,hard to beat,5.0,POSITIVE
1643,google,Mixed bag,4.0,NEUTRAL
1644,google,Software Engineering Intern at Google,5.0,NEUTRAL
1645,google,Great place to work,5.0,POSITIVE
1646,google,Bad Management Outweighs Great Benefits,3.0,NEGATIVE
1647,google,Amazing resources for tech interns to learn,5.0,POSITIVE
1648,google,Google,4.0,NEUTRAL
1649,google,It's awesome,4.0,POSITIVE
1650,google,Is this Google or IBM?,4.0,NEUTRAL
1651,google,Too big now,3.0,NEGATIVE
1652,google,Great one of the best companies,4.0,POSITIVE
1653,google,Good,4.0,POSITIVE
1654,google,Program Manager,5.0,NEUTRAL
1655,google,Operations manager,4.0,NEUTRAL
1656,google,Global strategy and business operations,4.0,NEUTRAL
1657,google,Lives up to the hype,5.0,POSITIVE
1658,google,Cool Place,1.0,POSITIVE
1659,google,Store Operator,5.0,NEUTRAL
1660,google,Great place to work,5.0,POSITIVE
1661,google,Culture at gTech,3.0,NEUTRAL
1662,google,Self- Driving Car Project,5.0,NEUTRAL
1663,google,BA / Engineer,5.0,NEUTRAL
1664,google,Not fun,3.0,NEGATIVE
1665,google,Great company to work for,5.0,POSITIVE
1666,google,Paradise,5.0,POSITIVE
1667,google,Exciting place to work if you have the right team,5.0,POSITIVE
1668,google,Anon,5.0,NEUTRAL
1669,google,insurance,2.0,NEUTRAL
1670,google,Great place to work for a few years,5.0,POSITIVE
1671,google,"Pleasant enough, but overly bureaucratic.",4.0,MIXED
1672,google,Fun place to work,5.0,POSITIVE
1673,google,Amazing place to work,5.0,POSITIVE
1674,google,Account Manager,4.0,NEUTRAL
1675,google,Community Specialist,4.0,NEUTRAL
1676,google,Exciting place to be,5.0,POSITIVE
1677,google,It all depends on your team,4.0,NEUTRAL
1678,google,Google is great,5.0,POSITIVE
1679,google,Google is great (in more than the typical sense),5.0,POSITIVE
1680,google,Great job,5.0,POSITIVE
1681,google,Cloud Infrastructure Analyst,4.0,NEUTRAL
1682,google,Google is no longer that Google,3.0,NEGATIVE
1683,google,Currently the best 'big company' to work for.,5.0,POSITIVE
1684,google,Senior Software Engineer,5.0,NEUTRAL
1685,google,Application Developer,4.0,NEUTRAL
1686,google,Amazing place to work,5.0,POSITIVE
1687,google,Depends on Your Team,3.0,NEUTRAL
1688,google,Legal Assistant,3.0,NEUTRAL
1689,google,Great to work for,5.0,POSITIVE
1690,google,Recruiter,5.0,NEUTRAL
1691,google,A great place when you're young...,4.0,POSITIVE
1692,google,Contracted Software Developer for Google Discovery,5.0,NEUTRAL
1693,google,Software Engineer,3.0,NEUTRAL
1694,google,Product Specialist,5.0,POSITIVE
1695,google,BEST COMPANY EVER!!,5.0,POSITIVE
1696,google,Google SWE Summer Intern,5.0,NEUTRAL
1697,google,Media Solutions Consultant,5.0,NEUTRAL
1698,google,Paradise,5.0,POSITIVE
1699,google,Regional Manager,5.0,NEUTRAL
1700,google,Great Company,5.0,POSITIVE
1701,google,Title,4.0,NEUTRAL
1702,google,Dream Company,5.0,POSITIVE
1703,google,Still Good.,4.0,POSITIVE
1704,google,Fun place to work,5.0,POSITIVE
1705,google,Application Engineering Manager,5.0,NEUTRAL
1706,google,nice company,5.0,POSITIVE
1707,google,Good Place to Work,4.0,POSITIVE
1708,google,Best of same size big company,4.0,POSITIVE
1709,google,Great Company,5.0,POSITIVE
1710,google,Great company. Incredible people. Challenging projects.,5.0,POSITIVE
1711,google,Finance Manager,5.0,NEUTRAL
1712,google,Excellent to employees,5.0,POSITIVE
1713,google,Senior Software Engineer,4.0,NEUTRAL
1714,google,Remote offices not same as HQ,4.0,NEUTRAL
1715,google,Great place to work,5.0,POSITIVE
1716,google,Best Place to Work or a Reason :),5.0,POSITIVE
1717,google,Bureaucratic,3.0,NEUTRAL
1718,google,Great while it lasted,5.0,POSITIVE
1719,google,Account Manager,5.0,NEUTRAL
1720,google,Great place to work,5.0,POSITIVE
1721,google,Data Analyst,4.0,NEUTRAL
1722,google,Satisfies Unrealistic Expectations,5.0,POSITIVE
1723,google,Network Quantitative Analyst,5.0,NEUTRAL
1724,google,Great company,4.0,POSITIVE
1725,google,Administrative Business Partner,5.0,NEUTRAL
1726,google,Co review,4.0,NEUTRAL
1727,google,Nuclear,4.0,NEUTRAL
1728,google,Google Biz Apps - Hyperion Team,4.0,NEUTRAL
1729,google,Software,5.0,NEUTRAL
1730,google,SWE Intern,4.0,NEUTRAL
1731,google,Product Manager,5.0,NEUTRAL
1732,google,Awesome company,5.0,POSITIVE
1733,google,Good company to work for,4.0,POSITIVE
1734,google,Surpassed already high expectations,5.0,POSITIVE
1735,google,Great colleagues,4.0,POSITIVE
1736,google,IT specialist,4.0,POSITIVE
1737,google,SWE Intern,5.0,NEUTRAL
1738,google,Google,5.0,NEUTRAL
1739,google,An amazing experience,5.0,POSITIVE
1740,google,Intern of Things,4.0,NEUTRAL
1741,google,Great Company,5.0,POSITIVE
1742,google,Good company,5.0,POSITIVE
1743,google,Best place to work for a reason,5.0,POSITIVE
1744,google,Good Company and fun people.,4.0,POSITIVE
1745,google,Intern,4.0,NEUTRAL
1746,google,Great place to learn and grow,4.0,POSITIVE
1747,google,Great,5.0,POSITIVE
1748,google,GREAT COMPANY,5.0,POSITIVE
1749,google,Google - Experiences,5.0,NEUTRAL
1750,google,"Smart people, smart company",5.0,POSITIVE
1751,google,Best company,5.0,POSITIVE
1752,google,"Google Cloud frat culture, half smart, half bro",2.0,NEUTRAL
1753,google,Great Company,5.0,POSITIVE
1754,google,Really great company,4.0,POSITIVE
1755,google,Google is not the company we all loved any more. It lost it's values.,1.0,NEGATIVE
1756,google,Great company,5.0,POSITIVE
1757,google,It's a job,4.0,POSITIVE
1758,google,senior marketing manager,5.0,NEUTRAL
1759,google,Google BOLD Internship,4.0,NEUTRAL
1760,google,Google,5.0,NEUTRAL
1761,google,Technical Sourcer,4.0,NEUTRAL
1762,google,Great place to work,5.0,POSITIVE
1763,google,Great company to work for,5.0,POSITIVE
1764,google,Internship,5.0,NEUTRAL
1765,google,Projectes,5.0,NEUTRAL
1766,google,Great benefits,4.0,POSITIVE
1767,google,Better than I imagined,5.0,POSITIVE
1768,google,executive assistant,5.0,NEUTRAL
1769,google,Good place to work,5.0,POSITIVE
1770,google,"Super smart people, management growth pains",4.0,NEUTRAL
1771,google,Sr. Technical Sourcer,3.0,NEUTRAL
1772,google,Google Product Manager,5.0,NEUTRAL
1773,google,Great company to work for,5.0,POSITIVE
1774,google,Great,5.0,POSITIVE
1775,google,Great PLace,4.0,POSITIVE
1776,google,"Good experience, but NOT hangouts",4.0,MIXED
1777,google,Sourcer,3.0,NEUTRAL
1778,google,Great Place,5.0,POSITIVE
1779,google,Analyst,5.0,NEUTRAL
1780,google,Program Manager,5.0,NEUTRAL
1781,google,You won't be bored.,4.0,POSITIVE
1782,google,Mixed Bag,4.0,NEUTRAL
1783,google,review,5.0,NEUTRAL
1784,google,I worked at Google more than one year,5.0,POSITIVE
1785,google,Lead Generation Specialist,5.0,NEUTRAL
1786,google,Technical Program Manager,4.0,NEUTRAL
1787,google,engineer,4.0,NEUTRAL
1788,google,Not a bed of roses,3.0,NEUTRAL
1789,google,Data Scientist,5.0,NEUTRAL
1790,google,software engineer,5.0,NEUTRAL
1791,google,Support Specialist,5.0,POSITIVE
1792,google,It's who you work for...,4.0,NEUTRAL
1793,google,Great place to work,4.0,POSITIVE
1794,google,Great Company,5.0,POSITIVE
1795,google,"Tech Behemoth, Find Your Niche",4.0,NEUTRAL
1796,google,Software Intern,5.0,NEUTRAL
1797,google,pretty chill,4.0,POSITIVE
1798,google,Events Marketing Manager,5.0,NEUTRAL
1799,google,Account Strategist,4.0,NEUTRAL
1800,google,Intern,5.0,NEUTRAL
1801,google,Corporate Counsel,5.0,NEUTRAL
1802,google,Great Company,5.0,POSITIVE
1803,google,Sales development,4.0,NEUTRAL
1804,google,"Used to be great, now it's just OK",3.0,POSITIVE
1805,google,Great place to work,5.0,POSITIVE
1806,google,Good job,5.0,POSITIVE
1807,google,Had an amazing summer!,5.0,POSITIVE
1808,google,Great place to work,5.0,POSITIVE
1809,google,People Ops,5.0,NEUTRAL
1810,google,Sr QA Tester,5.0,NEUTRAL
1811,google,APMM II,5.0,NEUTRAL
1812,google,"Software Engineer, Tools and Infrastructure",4.0,NEUTRAL
1813,google,Ad Sales,4.0,NEUTRAL
1814,google,Manager,4.0,NEUTRAL
1815,google,"Great company, low(er) pay",4.0,POSITIVE
1816,google,Overall great company,5.0,POSITIVE
1817,google,Good,5.0,POSITIVE
1818,google,Intern,5.0,NEUTRAL
1819,google,My time at Google,4.0,NEUTRAL
1820,google,Amazing Internship Experience,5.0,POSITIVE
1821,google,Had a wonderful intern experience,5.0,POSITIVE
1822,google,Nice place,5.0,POSITIVE
1823,google,Google's great. Recruiting needs work.,4.0,NEUTRAL
1824,google,Best company,5.0,POSITIVE
1825,google,Really loved my time at Google,5.0,POSITIVE
1826,google,Strategy Manager,5.0,NEUTRAL
1827,google,Short title,4.0,NEGATIVE
1828,google,software engineer,5.0,NEUTRAL
1829,google,Software Engineer Intern,5.0,NEUTRAL
1830,google,2 months in!,5.0,NEUTRAL
1831,google,Programmer,5.0,NEUTRAL
1832,google,QA Content Editor,4.0,NEUTRAL
1833,google,Great company,5.0,POSITIVE
1834,google,Good employer but not necessarily the best for international recruits,3.0,NEUTRAL
1835,google,Good company to be,3.0,POSITIVE
1836,google,wow,4.0,POSITIVE
1837,google,Great Company!,3.0,POSITIVE
1838,google,G Review,4.0,NEUTRAL
1839,google,Good place for an engineer,4.0,POSITIVE
1840,google,Best company ever.,5.0,POSITIVE
1841,google,Great company.,5.0,POSITIVE
1842,google,Meh,4.0,NEGATIVE
1843,google,Great big corporate experience,4.0,POSITIVE
1844,google,X is where you come to kill ideas.,2.0,NEGATIVE
1845,google,My Review,4.0,NEUTRAL
1846,google,Technical Recruiting and Staffing Review,5.0,NEUTRAL
1847,google,Great place to work,5.0,POSITIVE
1848,google,Great company,5.0,POSITIVE
1849,google,Sales,3.0,NEUTRAL
1850,google,Specialist,5.0,NEUTRAL
1851,google,12 years and going strong,5.0,NEUTRAL
1852,google,software Engineerer,5.0,NEUTRAL
1853,google,Wonderful place to work,5.0,POSITIVE
1854,google,Google,4.0,NEUTRAL
1855,google,Software Engineer,5.0,NEUTRAL
1856,google,Really amazing company,5.0,POSITIVE
1857,google,Overly collaborative,5.0,NEGATIVE
1858,google,Administrative Assistant,5.0,NEUTRAL
1859,google,Great place to work.,5.0,POSITIVE
1860,google,It was good while it lasted,5.0,POSITIVE
1861,google,Perks at Google,4.0,POSITIVE
1862,google,great place to work,4.0,POSITIVE
1863,google,Hard to be promoted,3.0,POSITIVE
1864,google,Software Engineer,5.0,NEUTRAL
1865,google,Great Company to Work For,5.0,POSITIVE
1866,google,it's awkward,4.0,NEGATIVE
1867,google,Great opportunities for internal mobility,5.0,POSITIVE
1868,google,Google Summer of Code,5.0,NEUTRAL
1869,google,Awesome place,5.0,POSITIVE
1870,google,good company,5.0,POSITIVE
1871,google,Amazing workplace!,5.0,POSITIVE
1872,google,strategist,5.0,NEUTRAL
1873,google,Google - The Best and the Brightest,5.0,NEUTRAL
1874,google,Software Engineer resident,5.0,NEUTRAL
1875,google,BOLD Intern,5.0,NEUTRAL
1876,google,The best company to work for,5.0,POSITIVE
1877,google,Software Engineering Internship,4.0,NEUTRAL
1878,google,Flexibility > Communication,5.0,NEUTRAL
1879,google,Fulfilling work,5.0,POSITIVE
1880,google,Great place to work,4.0,POSITIVE
1881,google,Great place to work,5.0,POSITIVE
1882,google,nice place to work,5.0,POSITIVE
1883,google,Great place,5.0,POSITIVE
1884,google,Awesome,5.0,POSITIVE
1885,google,Great experience,5.0,POSITIVE
1886,google,Google Internship Review,5.0,NEUTRAL
1887,google,"Google is a good place to work, but managers are lacking",4.0,MIXED
1888,google,"Awesome place to work, especially in the Bay Area",4.0,POSITIVE
1889,google,Security officer,2.0,NEUTRAL
1890,google,Decent place to work for initial retail experience,3.0,POSITIVE
1891,google,Bold Intern,5.0,NEUTRAL
1892,google,Happy Googler,5.0,POSITIVE
1893,google,Software Engineer Intern,3.0,NEUTRAL
1894,google,Senior Software Engineer,5.0,NEUTRAL
1895,google,awesome experience,5.0,POSITIVE
1896,google,Experience at Google,5.0,NEUTRAL
1897,google,It's a Big Coorporation,3.0,NEUTRAL
1898,google,Best non-executive job in Silicon Valley,5.0,NEUTRAL
1899,google,coffee,5.0,NEUTRAL
1900,google,Great company but not long term,5.0,MIXED
1901,google,Review,5.0,NEUTRAL
1902,google,An amazing organization,5.0,POSITIVE
1903,google,Great company!,5.0,POSITIVE
1904,google,Google Contractor,3.0,NEUTRAL
1905,google,Great Place to Intern At,5.0,POSITIVE
1906,google,Why You Should be an Senior Software Engineer,5.0,NEGATIVE
1907,google,great job,4.0,POSITIVE
1908,google,Software Engineering Intern,2.0,NEUTRAL
1909,google,Long-term Googler,5.0,NEUTRAL
1910,google,Excellent Internship Experience - Hope to come back!,5.0,POSITIVE
1911,google,Senior Software Engineer,3.0,NEUTRAL
1912,google,Network Engineer,3.0,NEUTRAL
1913,google,Great Place to Work,5.0,POSITIVE
1914,google,Awesome experience,5.0,POSITIVE
1915,google,Sofware Engineer,5.0,NEUTRAL
1916,google,Reviewer,5.0,NEUTRAL
1917,google,PgM Googler Review,5.0,NEUTRAL
1918,google,Awesome,5.0,POSITIVE
1919,google,"Great company, great people, interesting projects",5.0,POSITIVE
1920,google,google review,4.0,NEUTRAL
1921,google,Great place,5.0,POSITIVE
1922,google,Great place to work,5.0,POSITIVE
1923,google,Great place to work.,5.0,POSITIVE
1924,google,Review,4.0,NEUTRAL
1925,google,Google is a very nice company to intern with,5.0,POSITIVE
1926,google,You'll grow so much,5.0,POSITIVE
1927,google,Lives up to the hype,4.0,POSITIVE
1928,google,Android tech suport,5.0,NEUTRAL
1929,google,Software Engineer,4.0,NEUTRAL
1930,google,Eight years and still happy,5.0,POSITIVE
1931,google,good environment,5.0,POSITIVE
1932,google,Google Software Engineer,5.0,NEUTRAL
1933,google,Great Culture,4.0,POSITIVE
1934,google,"As a first job out of college, it's amazing!",5.0,POSITIVE
1935,google,Operations Manager,3.0,NEUTRAL
1936,google,Google Review,5.0,NEUTRAL
1937,google,HOI,4.0,NEUTRAL
1938,google,Intern,4.0,NEUTRAL
1939,google,Great working environment,4.0,POSITIVE
1940,google,Great Work Life Balance,5.0,POSITIVE
1941,google,Overall a good experience,4.0,POSITIVE
1942,google,Google Fiber Inside Sales Intern,5.0,NEUTRAL
1943,google,QA,3.0,NEUTRAL
1944,google,Software engineered,4.0,NEUTRAL
1945,google,Noogler,5.0,NEUTRAL
1946,google,Good Place Overall,5.0,POSITIVE
1947,google,Sales associate,2.0,NEUTRAL
1948,google,Company lives up to the hype,5.0,POSITIVE
1949,google,Partner Account Manager,5.0,NEUTRAL
1950,google,"great place to learn, amazing culture, difficult place to accelerate",4.0,POSITIVE
1951,google,Great place,5.0,POSITIVE
1952,google,software engineer,5.0,NEUTRAL
1953,google,Intern at Google,5.0,NEUTRAL
1954,google,Most desirable company to work for,5.0,POSITIVE
1955,google,Best large corporation to work for as an engineer,5.0,NEUTRAL
1956,google,"Great place to contribute, learn and grow",5.0,POSITIVE
1957,google,Community Manager,4.0,NEUTRAL
1958,google,Innovators,5.0,NEUTRAL
1959,google,Takes really good care of people,5.0,POSITIVE
1960,google,Really depends on your role,4.0,NEUTRAL
1961,google,Software Engineer,5.0,NEUTRAL
1962,google,Software Engineering Intern in Google,5.0,NEUTRAL
1963,google,Good stuff,5.0,POSITIVE
1964,google,A+++,5.0,POSITIVE
1965,google,Great,5.0,POSITIVE
1966,google,Best Employer on Earth,5.0,NEUTRAL
1967,google,Account Executive,5.0,NEUTRAL
1968,google,"Great place to work, in spite of horizontal growth.",5.0,POSITIVE
1969,google,Excelent place to work,5.0,POSITIVE
1970,google,Great Work/Life balance,4.0,POSITIVE
1971,google,Google,5.0,NEUTRAL
1972,google,Summer Internship,5.0,NEUTRAL
1973,google,Fabulous MBA Internship,5.0,POSITIVE
1974,google,Great place to work as a full-time,4.0,POSITIVE
1975,google,Brought fresh marketing plan by to a business in decline: Victory Gardens as theme for a garden center.,3.0,NEUTRAL
1976,google,Great place to work,5.0,POSITIVE
1977,google,Marketing Manager,4.0,NEUTRAL
1978,google,Enjoyed my time here!,5.0,POSITIVE
1979,google,Overall great place to work,4.0,POSITIVE
1980,google,Great place to work,5.0,POSITIVE
1981,google,Intern review,5.0,NEUTRAL
1982,google,Contract Recruiter PSO,4.0,NEUTRAL
1983,google,Residential Account Executive,5.0,NEUTRAL
1984,google,perception from the outside is mostly true,5.0,NEUTRAL
1985,google,Software Engineer L4,5.0,NEUTRAL
1986,google,No longer Google,3.0,NEGATIVE
1987,google,Cool place to work,3.0,POSITIVE
1988,google,"Perks are incredible, but even Google has its cons",3.0,MIXED
1989,google,Intern,5.0,NEUTRAL
1990,google,nice,5.0,POSITIVE
1991,google,Quality Assurance Analyst,5.0,NEUTRAL
1992,google,Great work environment (other than politics),4.0,POSITIVE
1993,google,Review,5.0,NEUTRAL
1994,google,Awesome company to work for,5.0,POSITIVE
1995,google,Support Engineering Assistant,5.0,NEUTRAL
1996,google,best company,5.0,POSITIVE
1997,google,Project Manager,5.0,NEUTRAL
1998,google,AWesome,5.0,POSITIVE
1999,google,Well taken care of,5.0,POSITIVE
2000,google,Senior Accountant,5.0,NEUTRAL
2001,google,Test Engineer,5.0,NEUTRAL
2002,google,Good self motivator,5.0,POSITIVE
2003,google,Algorithm Engineering,5.0,NEUTRAL
2004,google,Sales,4.0,NEUTRAL
2005,google,Best job experience of my 20+ year career,5.0,POSITIVE
2006,google,Business Operations Associate,5.0,NEUTRAL
2007,google,Still the best place to learn,5.0,POSITIVE
2008,google,manager,5.0,NEUTRAL
2009,google,It's pretty great,4.0,POSITIVE
2010,google,"excellent benefits, frustrating sometimes",5.0,POSITIVE
2011,google,Great place to work,5.0,POSITIVE
2012,google,New Business Sales Team,3.0,NEUTRAL
2013,google,Great company.,5.0,POSITIVE
2014,google,AWESOME,5.0,POSITIVE
2015,google,Don't Contract Here.,2.0,NEUTRAL
2016,google,Director of Engineering,5.0,NEUTRAL
2017,google,build and release engineer,4.0,NEUTRAL
2018,google,I love this company,4.0,POSITIVE
2019,google,Account Executive,4.0,NEUTRAL
2020,google,Great company to work with,5.0,POSITIVE
2021,google,Software Engineer,4.0,NEUTRAL
2022,google,Head of Consumer Experience,4.0,NEUTRAL
2023,google,Software Engineer,5.0,NEUTRAL
2024,google,Great place to work,5.0,POSITIVE
2025,google,Technical Writer,5.0,NEUTRAL
2026,google,eh,4.0,NEUTRAL
2027,google,Global Operations,4.0,NEUTRAL
2028,google,Good review for --,5.0,POSITIVE
2029,google,Good pay,5.0,POSITIVE
2030,google,googliness,5.0,NEUTRAL
2031,google,We're doing what we can and it's pretty good!,5.0,POSITIVE
2032,google,As a Google contractor,5.0,NEUTRAL
2033,google,Great company!,5.0,POSITIVE
2034,google,Great! Who doesn't love google,4.0,POSITIVE
